"word","freq"
"dinner",3.061
"worst",3.06
"stackin'",3.055
"lane",3.052
"bags",3.042
"range",3.038
"service",3.036
"relationship",3.035
"hammers",3.034
"biggie",3.033
"player",3.033
"fan",3.032
"writin'",3.03
"secret",3.03
"russell",3.022
"cra'",3.009
"fans",3.006
"naw",3.002
"goals",2.996
"generally",2.995
"warned",2.995
"fist",2.994
"mary",2.993
"rep",2.993
"racks",2.986
"press",2.986
"fact",2.986
"keeping",2.984
"early",2.984
"slave",2.98
"future",2.98
"danny",2.979
"dessert",2.977
"bus",2.975
"chop",2.973
"pastor",2.97
"devoted",2.969
"trojans",2.969
"knowing",2.968
"mrs",2.967
"lake",2.966
"spirit",2.964
"lame",2.963
"built",2.962
"scary",2.962
"freedom",2.959
"respect",2.955
"yet",2.954
"dressed",2.953
"e",2.951
"heat",2.95
"gangstas",2.944
"aw",2.944
"motion",2.943
"$ign",2.942
"dey",2.941
"world's",2.938
"bottles",2.932
"test",2.93
"halle",2.919
"enemies",2.918
"blacks",2.915
"rent",2.91
"cheap",2.91
"fix",2.907
"numbers",2.907
"skinned",2.906
"waitin'",2.905
"eve",2.899
"joke",2.898
"spinning",2.896
"divorced",2.888
"snooze",2.883
"judge",2.883
"kin",2.873
"locked",2.871
"actin'",2.87
"screen",2.865
"dirty",2.865
"90",2.864
"skrrt",2.864
"whoop",2.864
"fired",2.859
"prove",2.858
"jennifer",2.857
"husband",2.856
"alicia",2.854
"20",2.853
"grocery",2.849
"fallin'",2.847
"doe",2.847
"doin",2.847
"beef",2.842
"silly",2.841
"pablo",2.837
"small",2.836
"sober",2.834
"land",2.829
"po",2.829
"listening",2.828
"ways",2.827
"path",2.823
"supernatural",2.82
"prom",2.816
"either",2.813
"backpack",2.81
"weight",2.809
"8",2.807
"twenty",2.805
"sorta",2.804
"yesterday",2.804
"lovin",2.804
"wash",2.8
"fries",2.796
"boo",2.792
"buncha",2.791
"bleached",2.791
"fore",2.791
"someone",2.789
"wide",2.784
"ferrari",2.784
"explain",2.783
"official",2.772
"pronounce",2.771
"po'",2.767
"steps",2.767
"surgeon",2.759
"anymoremore",2.758
"doordoor",2.758
"ja",2.758
"sierra",2.757
"reached",2.75
"besides",2.749
"key",2.747
"coupe",2.746
"matt",2.743
"joke's",2.74
"indeed",2.74
"suicide",2.739
"givin",2.739
"bike",2.737
"hollering",2.732
"tshirt",2.728
"energy",2.72
"wrist",2.716
"charts",2.715
"warm",2.711
"bottom",2.708
"dreamkillers",2.706
"sheets",2.705
